CATMA4A33216,4.2518,4.353,4.1669,4.3471,4.2448,4.4471,3.9434,4.0033,4.0699,4.1789,4.8161,4.6223,4.4493,4.3313,4.6576,4.6318,4.7651,4.972,4.5328,4.6268,4.1925,4.6385,4.5803,4.3404
CATMA5A08200,-0.78541,-0.22763,-0.52102,-0.63811,-0.62316,-0.4336,0.033384,-0.21966,-0.78131,-0.22071,-0.38734,-0.45637,-0.37903,0.042803,0.025369,-0.89947,-0.49612,0.080572,-0.67707,-0.6991,-0.4152,-0.74664,0.00023604,-4.2693
CATMA5A08200,-0.056236,-0.26951,-0.23562,-0.54547,-0.50191,-0.81579,-1.0661,-0.42545,-0.1718,0.25861,-0.49704,-0.55893,-0.25914,0.13648,-0.67152,-0.30505,0.37238,-0.070962,-0.22236,-0.21041,0.45554,-0.71127,-0.51959,-0.33212
CATMA5A08200,-0.55987,-0.44169,-0.25809,-0.1642,-0.43625,-0.47889,-0.39996,-0.025639,-0.45649,-1.3594,-0.51999,0.032698,-0.87885,-1.2433,-0.39053,-0.77036,-0.70002,-0.58921,-1.5048,-0.39185,-0.17686,-2.0376,-0.61231,-0.41277
CATMA5A08200,-0.52941,0.15627,-0.60719,-1.2548,-1.1233,-0.8437,-0.1421,-0.53376,-0.65942,-1.0984,-0.44463,-0.35066,-0.69522,-0.27904,-0.53427,-0.73673,-0.93468,-1.769,-0.29162,-0.64409,-0.083612,-0.55326,-0.1726,-0.5711
CATMA2A17950,1.087,0.61901,0.56919,0.99869,0.44562,0.50425,0.29451,-0.041173,0.27399,0.45153,0.45544,0.95674,0.65215,0.34239,0.63463,0.12037,0.37369,0.092203,0.59006,-0.3497,0.22642,0.24917,0.39324,0.79786
CATMA2A17950,1.3266,0.66865,0.87498,0.69998,0.81874,0.26795,0.33889,0.45364,0.49603,0.31115,0.49574,1.1035,0.68254,0.27236,0.51218,0.90889,0.88666,0.12343,0.58706,0.50797,0.59676,0.40062,0.7158,0.1398
CATMA2A17950,0.98638,0.74326,0.86555,0.91038,0.75371,1.0644,0.55446,0.48196,0.56708,0.46934,0.63153,0.64487,0.37772,0.56984,0.91475,0.91415,0.89439,0.36354,0.64927,0.68359,0.48129,0.11363,0.35413,0.45433
CATMA2A17950,1.1358,0.73018,0.90185,0.77177,0.30432,0.77168,1.0069,0.3525,0.25331,0.59444,0.38681,0.25782,0.46385,0.6066,0.55215,0.3868,0.89479,0.083785,0.3236,0.15779,0.64382,-0.22839,0.2113,0.63218
CATMA3A55130,-2.8958,-1.0039,-1.0816,-1.1059,-0.82129,-1.7979,-1.6441,-1.3766,-1.9374,-1.3984,-1.5471,-2.7245,-2.4864,-1.4087,-0.81176,-1.0114,-1.6618,-1.1643,-1.3186,-1.0351,-1.4054,-0.79788,-0.99235,-1.0134
CATMA3A55130,-1.899,-2.3794,-2.9559,-3.6464,-0.81702,-1.9522,-1.795,-2.5795,-2.1652,-0.92339,-1.8045,-2.1584,-1.5682,-0.91989,-2.1952,-0.68623,-1.3168,-0.52399,-1.475,-1.8594,-0.98589,-0.97565,-0.16559,-1.6363
CATMA3A55130,-0.82391,-0.48212,-1.9009,-1.8304,-1.1373,-2.6397,-1.6789,-1.7324,-0.85653,-1.8728,-1.4238,-1.8836,-0.8571,-1.0039,-1.2298,-1.4616,-1.9731,-1.0438,-1.0101,-1.5792,-1.1372,-0.73181,-1.1959,-2.3175
CATMA3A55130,-1.6209,-0.83492,-1.7501,-1.6057,-1.9684,-1.4451,-1.2564,-1.2967,-0.61705,-1.2272,-0.96875,-1.242,-2.3049,-1.0003,-0.97078,-1.757,-1.8918,-1.4646,-1.0186,-0.42419,-0.70374,-1.9288,-1.9111,-0.93984
CATMA4A17070,-0.84096,0.44329,-0.57886,0.27657,-0.50932,-0.20252,-0.01982,-0.24859,-0.12629,-1.2376,0.13001,0.18451,-0.13833,0.42847,-0.28807,-0.37158,0.026066,-0.31894,-0.10675,0.17202,0.16022,0.31996,-0.14345,0.36234
CATMA4A17070,0.2886,-0.24514,-0.11686,-0.31942,0.19438,-0.85642,-0.28657,-0.15773,-0.17663,0.13981,-0.049527,-0.0046706,0.48222,-0.24902,-0.08458,-0.85523,-0.10445,-0.41433,-0.63017,0.3165,-0.15392,0.19012,-0.56153,-0.47861
CATMA4A17070,-0.46937,0.060016,-0.05786,0.23702,-0.29385,-0.15562,-0.22197,-0.67044,0.32234,-0.011969,0.35971,0.55844,-0.082724,-2.8793,0.020719,-0.42747,0.023967,-0.23623,-0.19326,0.32206,0.11309,-0.52669,-0.40625,-0.20074
CATMA4A17070,-0.12538,-0.18964,0.0973,-0.52444,-0.29894,-0.52304,0.37858,-0.87324,-0.73949,-0.33097,0.17513,-0.50722,-0.44782,-0.012193,-0.41919,-0.39242,-0.11588,-0.42137,0.3314,-1.4738,0.14247,-0.30539,-0.055799,-0.0082148
CATMA5A53120,-1.7743,-2.1499,-1.4604,-1.642,-1.504,-1.0224,-2.0579,-1.9784,-1.4537,-1.8843,-3.7763,-1.5706,-1.1767,-1.6783,-1.3422,-1.8154,-0.96232,-1.1907,-1.6492,-1.2157,-1.3497,-1.5072,-1.8808,-2.2771
CATMA5A53120,-1.4892,-0.65687,-0.93334,-2.5414,-1.3368,-1.3901,-2.2217,-1.436,-1.5098,-2.1171,-1.7752,-1.8737,-1.2417,-1.8322,-1.6312,-0.66626,-1.789,-1.9815,-1.3675,-0.8062,-0.76237,-2.4,-2.1621,-1.3136
CATMA5A53120,-2.0496,-2.0626,-2.9519,-2.2551,-1.2926,-1.8636,-2.6752,-1.4301,-1.1168,-3.113,-1.9807,-1.4063,-1.9276,0.24371,-1.3475,-2.0074,-0.46701,-0.9314,-1.6903,-1.3105,-1.5316,-1.4469,-0.99701,-1.3029
CATMA5A53120,-1.5244,-1.6938,-1.672,-2.2456,-1.6623,-1.3359,-1.0331,-1.2733,-1.8824,-1.8108,-1.4684,-1.6666,-1.8052,-1.1521,-1.3687,-1.7084,-0.90626,-1.1474,-1.4221,-1.1843,-2.0147,-1.3699,-1.2852,-1.4048
CATMA3A50610,-0.46473,-0.71321,-0.4132,-0.98131,-1.2287,-1.2126,-5.3862,-1.1408,-0.81712,-0.22124,-1.6027,-0.30203,0.031293,-1.251,-0.79503,-1.1379,-1.0989,-2.0566,-0.95464,-1.9337,-1.668,-1.7539,-0.68092,-2.7649
CATMA3A50610,-0.49819,-0.51935,-0.7193,-2.1661,-1.4223,-1.3519,-2.1689,-1.2831,-1.3192,-2.7996,-2.1358,-1.6072,-1.9753,-0.73701,-0.3161,-1.318,-1.3685,-2.4413,-0.97557,-2.0957,-1.3725,-1.1869,-2.1072,-1.2254
CATMA3A50610,0.527,-1.1487,-0.97664,-0.76629,-1.5169,-2.2283,-1.1142,-1.8553,-1.2334,-1.6069,-5.3883,-2.7661,-0.50506,-0.9892,-1.2459,-2.0405,0.96482,-1.4227,-2.1177,-1.9089,-0.80403,0.6706,-2.1241,-1.8188
CATMA3A50610,0.079716,0.13897,-0.73104,-0.99647,-0.579,-1.0409,-1.0206,-1.8955,-1.91,-0.19003,-1.4404,-1.1084,-1.8243,-0.32874,-0.98088,-1.3847,-1.7644,-1.7344,-2.4642,-0.85682,-1.7496,-1.6992,-1.498,-1.2333
CATMA3A40130,-2.082,-1.7172,-3.1825,-2.1633,-1.8749,-2.5552,-1.6008,-1.9871,-1.8715,-1.1056,-2.8202,-2.2371,-1.6035,-2.3272,-4.3963,0.07102,-1.6356,-1.6054,-2.2637,-1.4304,-1.8223,-1.584,-1.5092,-1.0701
CATMA3A40130,-2.0774,-1.589,-1.8371,-2.0076,-2.4317,-1.7472,-0.75971,-1.8579,-3.1644,-2.3725,-2.2107,-2.418,-1.6592,-2.4056,-2.3702,-2.0048,-2.709,-3.0401,-2.1592,-1.4619,-1.5042,-1.8185,-0.94897,-1.3503
CATMA3A40130,-1.127,-1.8983,-3.7351,-2.0932,-2.09,-2.5019,-0.47509,-1.6777,-2.0274,-2.2616,-2.3535,-2.5646,-1.3373,-3.6698,-2.4539,-0.89395,-1.8084,-1.775,-1.9419,-1.7989,-5.1203,-1.644,-1.5133,-1.5224
CATMA3A40130,-1.7678,-2.1227,-1.5979,-1.7098,-1.5854,-2.9522,-1.7067,-1.8454,-1.3616,-2.0706,-1.6097,-1.7885,-1.3292,-2.2015,-1.8045,-1.1795,-1.3899,-1.6839,-2.2896,-2.2216,-3.7248,-1.1999,-2.262,-1.7925
CATMA3A49370,-2.15,-1.4867,-2.2024,-1.5393,-1.7328,-1.2385,-1.6344,-1.6361,-1.6627,-1.5569,-2.0692,-0.11752,-0.94715,-1.675,-1.9934,-0.86232,-0.8759,-0.64101,-1.5707,-2.1534,-1.2703,-0.95661,-1.8396,-0.011174
CATMA3A49370,-0.84524,-1.7458,-2.7697,-1.7592,-1.2338,-1.1883,-3.8469,-1.4323,-1.1659,-1.5245,-0.86017,-1.7302,-1.594,-1.2081,-0.67703,-1.261,-1.5945,-1.3646,-1.5298,-1.2933,-1.3628,-1.4051,-0.95094,-0.82669
CATMA3A49370,-0.84944,-0.76805,-0.72458,-0.70741,-1.0523,-0.95555,-0.78395,-1.1318,-1.2083,-1.2528,-1.3614,-1.46,-1.3979,-0.14162,-1.6347,-2.1344,-1.2094,-0.74884,-0.76384,-0.79694,-1.6211,-0.75357,-1.9363,-0.21601
CATMA3A49370,-1.1693,-1.3653,-1.3175,-1.4396,-1.6185,-1.9786,-0.92621,-1.7629,-0.53211,-1.6506,-1.3824,-2.0879,-4.1475,-1.7717,-2.183,-1.6295,-1.1236,-1.0339,-1.5683,-1.3883,-1.2388,-3.9659,-1.3423,-1.0056
CATMA5A52430,-0.5806,-0.13846,-0.92867,-0.16493,-0.44704,-0.40213,0.45697,-0.79884,-0.2548,0.4955,0.070196,0.2281,-0.0060926,-0.071007,-0.05746,-0.55802,-1.0107,-0.30925,-0.00034091,-0.52949,-0.049176,0.49097,-0.29401,0.42541
CATMA5A52430,0.3127,-0.3054,-0.013709,-0.062174,-0.15116,-0.11794,-1.3217,0.13503,-0.68265,0.3964,0.28504,-0.00080729,0.28787,-0.30694,-0.060147,0.1515,-0.46476,-0.116,-0.43607,-0.067492,-0.31374,0.31139,-0.018776,-0.18651
CATMA5A52430,-0.14595,0.61748,0.27461,0.040547,0.066282,0.043261,0.049886,0.2743,0.020085,0.30111,-0.15979,0.35502,-0.22606,-0.80097,0.39925,-0.31599,-0.011823,-0.2618,0.051136,0.51358,-0.045861,-0.30178,-0.31616,-0.094757
CATMA5A52430,-0.5051,-0.52405,-0.43676,-0.84852,-0.27171,-0.44196,0.072661,-0.37172,-0.60475,-0.49915,-0.73819,-0.51834,-0.23796,-0.23547,0.063268,0.061911,-0.30908,-0.40817,-0.4377,-0.89214,0.037707,-0.19379,-0.50429,-0.21847
CATMA3A22495,-2.0922,-1.7047,-2.0755,-2.1669,-2.3149,-1.2048,-1.7184,-3.3666,-1.4372,-1.2663,-3.2277,-1.5223,-2.1504,-1.4873,-2.4463,-2.5628,-1.96,-0.87177,-0.84666,-1.6034,-2.1143,-1.8004,-1.832,-1.5346
CATMA3A22495,-1.1851,-0.79443,-1.9715,-3.6925,-1.1846,-1.963,-2.8998,-2.8374,-1.35,-2.4338,-2.5673,-3.0803,-2.1357,-2.3981,-0.87969,-2.0959,-1.4102,-2.0448,-1.4778,-1.9609,-1.6803,-2.6427,-2.0441,-2.0781
CATMA3A22495,-1.0273,-5.1359,-1.8718,-1.6373,-2.2928,-1.9199,-2.1191,-1.8444,-1.5686,-1.2925,-2.5232,-1.5869,-0.92436,-0.94333,-3.0613,-2.3919,-2.0613,-1.9394,-1.7718,-1.3571,-0.72552,-1.3154,-1.0672,-1.1602
CATMA3A22495,-1.5704,-0.74832,-3.1748,-2.0533,-1.8834,-1.6248,-1.4575,-1.623,-1.4629,-2.4386,-1.7424,-2.5554,-2.1664,-1.909,-1.999,-1.8591,-1.6801,-1.3703,-0.86606,-1.6212,-1.3656,-3.1195,-1.8238,-1.6579
CATMA5A00860,0.9562,1.2759,0.99569,1.9952,1.8593,1.9415,1.8958,2.6278,1.856,1.8119,1.271,1.7759,1.5594,2.1506,1.5598,2.0385,1.1303,1.7885,1.661,2.1883,1.6304,1.4392,1.548,1.3355
CATMA5A00860,1.176,1.1871,1.4295,1.6608,1.2885,1.897,1.9524,1.6812,1.505,1.9622,1.7574,1.5504,1.2152,1.4095,1.679,2.5477,1.3147,1.3803,1.6885,1.8538,2.0716,1.1269,1.6841,1.2655
CATMA5A00860,1.8918,0.74109,1.4342,1.0751,1.13,1.7372,1.9296,1.6277,1.3041,1.3753,1.9577,2.2858,1.3807,1.8382,1.7882,1.2178,1.1764,1.6365,2.0348,1.7548,1.9341,1.2864,1.6437,1.5095
CATMA5A00860,1.596,1.636,2.2209,1.8663,2.2449,2.18,1.6068,2.347,2.8371,2.18,1.693,1.972,1.4805,2.3512,1.1717,2.1207,1.5801,1.6553,2.8091,2.6617,2.4938,2.2469,1.4375,1.5161
CATMA3A06920,3.6896,3.7821,3.8568,3.3224,3.2243,3.3404,3.5237,3.2954,2.9992,2.7869,3.3037,4.066,3.5696,3.1723,4.4387,3.3024,3.1902,3.4532,4.6569,3.8939,3.2994,3.5371,3.296,3.7576
CATMA3A06920,4.3254,3.4055,3.4753,3.9087,3.6177,3.0361,3.1827,3.1114,3.2968,3.2546,3.2519,3.5768,3.0768,3.3599,3.2904,4.0435,3.4029,2.7878,2.8196,3.6025,3.6384,2.7784,3.1325,3.0583
CATMA3A06920,3.7879,4.5715,3.5612,3.6974,3.2134,4.0803,3.253,3.184,3.8007,2.9316,2.9088,3.7057,4.0657,3.5999,3.7273,3.7247,3.2975,2.7091,3.6694,3.6809,4.2598,2.8457,3.105,2.8685
CATMA3A06920,3.7027,3.3089,3.2726,3.5198,3.6215,3.2465,3.4822,2.7329,2.8631,3.4298,3.398,3.6366,3.5531,3.5095,3.5884,3.243,3.4799,3.1124,3.8089,3.5155,3.6695,3.6846,3.5705,3.8943
CATMA2A44920,0.14854,1.3989,0.78194,0.62947,1.1975,0.81621,0.33773,0.62476,0.27443,0.53806,-0.0021152,0.010074,0.25557,0.34322,0.66077,0.28904,0.024817,-0.030758,0.80884,0.14856,0.61965,0.481,0.43862,0.6561
CATMA2A44920,0.77825,1.3179,0.82428,0.80279,0.48054,0.87339,0.71521,0.57563,0.33788,0.7352,0.19925,0.27127,0.40154,0.36225,0.41639,0.53527,0.22763,0.29611,-0.35805,0.19475,0.4346,0.84569,0.25253,0.36463
CATMA2A44920,1.3754,0.97362,0.67751,0.9667,0.91854,0.84733,0.52957,0.72874,0.55409,1.3465,0.27636,0.67442,-0.47919,1.0657,0.47084,0.43584,0.47572,0.47292,0.33118,-0.34515,0.42703,0.24405,0.27102,-0.11974
CATMA2A44920,1.844,0.73707,1.4206,0.71065,2.6078,0.42262,0.58767,0.53995,0.54388,1.1446,0.24548,0.30577,-0.28664,0.3076,0.56024,0.2172,0.51541,0.28824,-0.14904,0.61824,0.7009,0.54042,0.62662,0.4479
CATMA5A00900,0.72847,0.8451,0.90056,1.376,0.8545,0.42729,-0.0065136,0.8393,0.15324,0.62933,0.06151,-0.76215,0.24193,0.77996,-1.9246,0.58168,0.60442,0.62577,-2.0676,1.1887,1.0076,0.56753,-0.98061,1.0279
CATMA5A00900,0.64009,-1.2431,0.59909,0.67588,0.48282,-0.096027,0.27382,0.3999,0.15368,-1.0883,0.50739,0.17454,1.0902,-0.28154,-0.062717,-1.3802,-4.1614,0.62796,1.0109,0.014689,-4.3901,0.6083,0.19937,0.21311
CATMA5A00900,1.5513,-0.48381,0.92135,0.61818,0.053213,-0.3638,0.33921,0.13036,-1.0246,-0.30297,0.84633,0.64164,0.090039,0.0097196,1.2506,0.83913,0.73558,0.41326,0.86548,0.92285,-3.9517,-0.3378,0.68385,0.25175
CATMA5A00900,1.5972,2.4008,1.9222,1.3075,2.5909,1.2465,-0.23784,-0.7998,0.74579,1.427,0.51095,0.31876,0.78221,1.5,0.15943,1.5535,-0.31039,0.6086,0.99006,1.0753,1.7647,1.3279,0.45403,0.44607
CATMA3A19345,4.3229,5.097,6.1238,5.46,5.2176,5.5186,5.9998,6.2814,5.3394,5.3081,6.8272,6.4291,4.4356,5.3671,5.3726,6.0136,6.1478,5.3877,7.08,4.7852,5.9429,6.4606,5.8893,6.6939
CATMA3A19345,5.5859,5.344,5.6234,6.2635,4.7691,4.7409,6.1081,5.2541,5.3349,5.4174,6.2981,7.2546,6.0472,5.42,5.4988,5.7739,5.8427,4.243,5.7229,5.1562,6.1335,6.2691,6.3291,6.0569
CATMA3A19345,6.4309,4.4436,4.744,4.7866,6.3034,5.9676,5.226,5.3934,5.8144,6.4599,6.0082,4.7162,6.9174,7.0283,6.4402,6.3018,5.6924,5.2185,5.3334,5.5679,7.152,6.3078,5.5852,6.7998
CATMA3A19345,5.5201,5.03,5.2997,5.3995,5.5504,5.3924,5.5431,6.1983,6.0197,6.7078,6.0579,7.1061,7.2426,6.8735,5.4672,6.9205,5.825,5.531,4.9651,6.0448,4.9609,6.0479,6.8698,6.702
CATMA2A32070,-3.2518,-3.148,-2.0053,-2.5306,-4.5488,-0.97618,-2.8281,-2.088,-1.3479,-1.9391,-1.785,-1.9448,-2.2137,-1.7163,-1.3146,-2.8555,-1.1766,-1.2629,-3.165,-2.5743,-2.5892,-3.8989,-4.656,-2.9296
CATMA2A32070,-2.4178,-3.9963,-3.5437,-2.2782,-1.0669,-2.5174,-3.2012,-4.9237,-2.3397,-1.6583,-2.7107,-1.6017,-2.2773,-3.1521,-1.7192,-2.4389,-1.8294,-2.8277,-1.8562,-1.5339,-1.6392,-1.9234,-0.50636,-2.0619
CATMA2A32070,-2.1351,-1.7507,-2.5934,-2.3342,-2.2705,-1.2008,-2.0407,-2.2566,-1.8881,-3.1793,-1.5782,-1.9226,-5.0879,-5.2884,-2.7408,-2.8708,-3.7563,-2.4719,-2.5651,-1.7254,-1.6824,-2.1467,-1.1978,-1.8708
CATMA2A32070,-2.7267,-2.2356,-2.0711,-2.9851,-2.4358,-2.0814,-1.0032,-2.7352,-2.7317,-2.1146,-1.4998,-1.5076,-2.498,-4.4226,-3.081,-2.5153,-1.5236,-1.9099,-0.60862,-1.6558,-2.2437,-0.90338,-1.5677,-1.593
CATMA1A59740,-0.14314,0.3404,0.30156,0.73228,0.53415,0.81461,1.3081,0.9894,0.21249,0.11952,0.43649,1.1074,0.70099,0.77885,1.3057,1.2204,0.89902,1.1189,1.2383,0.95974,0.22475,0.96491,0.8791,0.88382
CATMA1A59740,0.090371,0.23078,0.30287,1.4246,0.95195,0.7036,0.84416,0.48523,0.72968,-0.047977,0.54519,0.85216,0.49513,0.99178,0.89469,1.8703,1.1092,0.75261,0.7526,0.34026,2.305,-0.24927,0.22788,0.72892
CATMA1A59740,-0.37501,0.75536,0.44229,0.96498,0.26207,0.83138,1.0962,0.77471,0.5002,0.34293,1.0681,0.57176,0.23336,-0.6543,0.50211,0.61918,0.78478,0.53713,0.36824,1.0199,0.47671,0.49406,0.82083,0.58922
CATMA1A59740,0.1369,-0.026189,0.76077,1.0958,0.011983,0.89332,1.1738,0.7955,0.81095,0.3771,1.2335,1.3622,0.52344,0.59107,0.37546,1.1999,1.3155,0.49419,0.97332,0.7855,0.32631,0.78311,1.1307,0.91129
CATMA1A59030,0.75515,0.65342,0.31507,0.15223,0.12243,0.38597,0.43291,-0.35587,0.03309,0.00076918,0.63762,0.018351,0.19681,0.16673,0.80494,0.16027,0.18484,0.4541,0.28182,0.01382,0.33406,0.047455,0.30119,0.44192
CATMA1A59030,1.2511,0.41404,0.93803,0.010527,0.098988,-0.29102,-1.1381,0.10063,0.38169,0.29168,-0.25998,0.50832,0.69897,-0.37133,0.12723,0.39182,0.44825,-0.055716,0.29739,0.31529,0.56479,-0.14793,-0.43085,0.036234
CATMA1A59030,0.01818,1.2167,0.39302,0.47881,0.39236,0.2071,0.20762,0.53314,0.41662,0.1061,-0.085735,0.73935,0.54495,0.50685,0.41992,0.29738,-0.091807,0.26839,0.41901,0.48618,0.58141,-0.31469,-0.39787,0.1032
CATMA1A59030,0.67263,0.11396,0.3496,0.14167,0.43993,0.41236,0.16597,0.09417,-0.24415,0.064088,0.32429,0.010033,0.18036,0.43426,-0.2592,0.1798,0.047062,-0.22814,0.21433,-0.22497,0.54342,0.22179,-0.19703,0.72091
CATMA5C64875,-0.52164,0.82056,0.33932,0.27927,0.63265,-0.26263,0.75495,0.76772,0.30447,2.0034,1.3376,0.5907,0.29044,-0.079089,0.44934,0.28481,-0.89577,-0.29654,-1.0673,0.058554,1.0559,-0.11288,1.9934,0.63374
CATMA5C64875,-0.10981,1.7476,0.46965,0.20467,0.17381,1.4364,0.056565,0.58716,0.47959,2.3026,1.5788,1.6465,1.8034,0.30868,-1.5572,0.73251,0.32632,0.01995,1.1061,-0.044861,-0.030383,0.32892,0.6421,0.63182
CATMA5C64875,0.68284,-2.17,0.4038,0.35924,0.19039,-1.697,-0.53732,0.81471,-0.67092,-0.5908,0.81035,-0.051392,0.27208,0.98131,0.37358,0.19652,0.778,0.33876,-0.0036688,-0.44084,0.64806,0.56467,1.9519,1.0715
CATMA5C64875,2.5909,2.5664,1.0321,1.1234,1.2121,0.68162,-0.12398,2.0952,2.2723,3.0525,1.8346,2.3566,0.81647,0.89636,1.1372,0.91657,-1.1081,1.5559,0.21167,1.0034,1.5531,1.0189,0.75737,0.94013
CATMA4A38410,-0.95217,-0.63502,-1.4959,-0.94323,-1.0585,-1.6448,-0.61778,-1.902,-1.7445,-1.4636,-0.77513,-0.74172,-0.99996,-0.54989,-0.90257,-1.7656,-1.5423,-0.97647,-0.61656,-0.91379,-1.351,-1.0364,-0.85326,-1.509
